Transaction_Type,Age,Income,Transaction_Amount,Transactions_24h,Account_Age_Years,Distance_From_Home_Km,Device_Risk_Score,International_Transaction,Is_Fraud
ATM,31.0,40373.22,1065.33,4.0,2.89,23.42,0.733,No,0
POS,41.0,50485.42,1002.26,5.0,8.67,15.23,0.034,,0
ATM,43.0,55287.59,2395.68,0.0,3.45,18.32,0.322,No,0
Transfer,55.0,72452.06,2454.02,3.0,0.24,14.67,0.102,No,0
POS,33.0,84795.25,,3.0,6.76,33.69,0.153,No,0
ATM,29.0,52246.98,3181.3,7.0,2.14,20.95,0.182,No,0
ATM,20.0,97301.65,6199.75,2.0,2.23,16.21,0.172,No,0
POS,53.0,46922.63,8197.28,3.0,7.1,79.07,0.264,No,0
Transfer,41.0,,10263.08,4.0,2.82,38.55,0.262,No,0
POS,41.0,54575.57,671.32,6.0,3.64,44.61,0.384,No,0
POS,70.0,35146.34,781.37,2.0,5.13,6.85,0.347,No,0
Online,40.0,48823.8,1871.32,6.0,4.14,83.05,0.278,Yes,0
Online,22.0,56435.02,2708.99,,3.71,76.25,0.105,No,0
ATM,34.0,44352.69,1969.68,9.0,0.1,33.22,0.239,Yes,1
POS,25.0,54187.37,1438.57,3.0,4.48,20.46,0.107,No,0
POS,32.0,66425.15,1843.88,6.0,9.84,10.15,0.238,No,1
Online,32.0,44529.17,4053.6,3.0,6.89,35.76,0.395,No,0
POS,30.0,15000.0,661.44,3.0,3.87,66.1,0.064,Yes,0
ATM,21.0,95763.73,26040.37,9.0,6.41,21.08,0.334,No,0
Transfer,54.0,39359.85,2553.04,6.0,6.88,7.53,0.068,Yes,1
Online,39.0,31068.25,7150.18,4.0,2.47,18.71,0.401,No,0
POS,34.0,27134.69,1399.74,4.0,8.77,12.76,0.165,Yes,0
POS,44.0,,4439.94,1.0,5.49,8.63,0.167,No,0
POS,41.0,34932.79,,8.0,4.06,4.15,0.434,Yes,0
POS,39.0,32298.09,5889.08,8.0,9.77,60.91,0.465,No,0
POS,44.0,33105.71,2049.6,,0.1,47.32,0.156,No,0
POS,37.0,57113.86,11797.11,2.0,1.47,14.19,0.394,No,0
POS,43.0,112204.83,562.27,6.0,6.92,1.73,0.207,Yes,1
POS,44.0,65099.68,6460.23,4.0,7.02,26.47,0.25,No,0
POS,38.0,74576.96,2815.14,4.0,9.94,50.23,0.194,No,1
ATM,34.0,37971.2,903.0,5.0,0.1,65.25,0.094,Yes,0
ATM,53.0,47170.18,17608.06,4.0,7.58,26.18,0.116,Yes,0
Online,31.0,54520.65,15878.86,5.0,1.26,10.27,0.475,Yes,0
ATM,40.0,33443.63,314.25,,6.26,23.44,0.141,No,0
Transfer,41.0,37154.47,2983.43,4.0,4.8,16.78,0.393,No,1
Online,29.0,66102.78,5062.97,10.0,7.55,14.9,0.056,No,0
POS,27.0,73500.65,3888.39,4.0,4.29,42.99,0.264,No,0
Online,32.0,46385.97,11379.58,3.0,8.03,27.2,0.184,No,0
ATM,31.0,26280.88,9243.53,2.0,2.52,5.7,0.438,No,0
Online,20.0,39395.28,3259.19,1.0,4.76,43.32,0.24,Yes,1
POS,29.0,23525.0,24371.01,3.0,5.58,61.04,0.185,No,0
Online,39.0,46548.91,6379.8,5.0,10.03,9.69,0.295,No,0
POS,50.0,50480.84,1759.23,3.0,7.5,26.59,0.429,No,0
Transfer,42.0,39838.86,1438.99,2.0,5.61,16.36,0.307,No,0
POS,18.0,50170.77,8667.95,3.0,6.92,3.76,0.285,No,0
Transfer,43.0,54286.09,1131.27,2.0,8.26,23.42,0.374,No,0
Transfer,30.0,50513.99,,3.0,6.12,34.47,0.357,No,0
Transfer,41.0,26205.62,1967.41,4.0,1.92,23.54,0.402,No,0
Online,36.0,40152.85,3567.78,2.0,6.89,48.51,0.294,Yes,0
ATM,34.0,54113.94,2060.26,2.0,4.92,22.31,0.208,No,0
Online,35.0,91568.08,,4.0,3.94,3.84,0.17,No,0
POS,,39817.08,7991.44,6.0,2.64,11.07,0.194,No,0
Transfer,51.0,57658.67,1668.45,1.0,6.74,39.94,0.187,No,0
,36.0,66808.54,18844.59,4.0,6.54,0.91,0.352,No,0
POS,48.0,41189.36,3388.14,3.0,2.13,11.71,0.091,,0
POS,46.0,75448.17,8877.31,2.0,1.68,22.89,0.182,No,0
ATM,43.0,77295.88,4698.07,2.0,10.67,40.26,0.305,No,0
ATM,18.0,83749.95,9312.4,,7.58,52.18,0.064,No,1
POS,48.0,55310.18,4422.17,8.0,5.26,16.08,0.428,No,1
Transfer,31.0,130154.77,3162.81,4.0,6.82,19.49,0.264,No,0
Online,44.0,34116.63,7459.77,3.0,3.6,12.43,0.026,No,0
Online,25.0,117037.85,30031.98,4.0,4.48,20.73,0.386,Yes,1
POS,23.0,63586.25,1908.84,3.0,5.06,6.6,0.184,No,0
Transfer,58.0,82256.04,5535.7,6.0,7.89,27.75,0.182,Yes,0
Online,25.0,38964.29,2486.92,5.0,0.76,1.22,0.114,Yes,0
Online,49.0,65803.7,4146.85,5.0,1.94,25.78,0.108,No,1
Online,37.0,85524.33,2607.65,3.0,1.33,16.61,0.06,No,0
Transfer,31.0,27587.18,288.96,5.0,7.56,41.13,0.045,No,0
Online,36.0,,2046.44,5.0,4.7,33.86,0.371,No,0
POS,22.0,17168.89,6792.68,7.0,2.25,14.34,0.053,No,0
Transfer,,41529.86,1163.09,6.0,4.34,32.33,0.235,No,0
Online,24.0,31170.08,,4.0,3.1,7.15,0.218,Yes,0
POS,32.0,40799.39,3003.87,6.0,0.7,4.39,0.13,No,0
POS,46.0,167721.02,2064.32,6.0,8.78,25.32,0.413,No,1
ATM,39.0,97482.62,6184.87,3.0,4.55,4.04,0.113,No,1
POS,20.0,,4939.79,,8.85,55.48,0.162,No,0
,45.0,57785.9,3806.99,3.0,0.65,2.89,0.123,No,0
Online,36.0,,6904.62,6.0,6.51,38.76,0.341,No,0
ATM,30.0,38652.4,3062.98,4.0,0.67,16.55,0.163,No,0
,44.0,48759.54,482.69,2.0,12.34,28.55,0.165,No,0
Online,34.0,50950.5,1712.87,3.0,0.1,21.08,0.139,Yes,0
POS,23.0,24549.4,411.43,3.0,10.39,11.79,0.101,No,0
Transfer,56.0,28291.58,4824.25,5.0,4.94,10.19,0.027,No,0
Online,36.0,48627.83,6125.68,2.0,4.45,30.03,0.296,No,0
Online,35.0,47058.6,6410.86,4.0,6.77,41.58,0.196,No,0
POS,32.0,32714.2,4077.1,4.0,2.19,23.32,0.099,No,0
,49.0,31474.99,95246.6,3.0,7.36,27.79,0.272,,0
Online,30.0,43218.21,516.69,1.0,7.58,22.14,0.158,No,0
POS,19.0,67049.45,2245.04,6.0,5.04,5.71,0.373,Yes,0
,29.0,43477.51,607.37,5.0,5.75,6.22,0.371,No,0
,51.0,93400.0,1747.11,3.0,10.79,52.1,0.132,No,0
ATM,45.0,32902.32,12585.46,1.0,6.95,16.61,0.073,No,0
POS,33.0,49085.41,7459.79,,2.65,37.76,0.377,Yes,0
Online,51.0,38368.22,4848.05,3.0,7.25,13.62,0.297,No,0
ATM,44.0,58629.91,2084.79,2.0,3.39,9.1,0.134,Yes,0
Online,33.0,31656.64,925.61,2.0,2.81,13.38,0.332,No,0
ATM,34.0,107124.48,3014.15,4.0,6.54,31.56,0.29,No,0
POS,40.0,21028.67,7591.02,2.0,1.97,10.04,0.123,No,0
ATM,27.0,97380.75,3766.56,3.0,5.14,22.26,0.45,Yes,0
Online,36.0,46859.67,512.02,3.0,7.02,28.04,0.195,No,0
Online,39.0,57699.79,2775.7,,10.73,19.4,0.155,No,0
POS,18.0,82039.32,368.97,3.0,6.92,21.87,0.145,No,0
Online,34.0,66195.35,5587.18,4.0,0.59,22.29,0.26,Yes,0
Online,33.0,32399.74,1250.17,2.0,1.06,9.84,0.193,No,0
ATM,47.0,58950.78,735.78,6.0,10.18,15.39,0.416,Yes,0
ATM,18.0,104274.39,5664.52,2.0,3.1,9.28,0.131,Yes,0
Online,32.0,30186.09,4373.96,7.0,0.45,14.75,0.201,No,1
Transfer,31.0,116740.71,3154.06,4.0,1.99,33.52,0.274,No,0
ATM,47.0,53529.27,22376.22,8.0,7.38,33.24,0.13,No,0
Transfer,,37029.32,4717.55,5.0,5.34,22.54,0.465,No,0
POS,,30104.73,1311.71,3.0,6.94,18.82,0.351,No,1
POS,43.0,40698.18,4201.72,3.0,4.9,26.76,0.088,No,0
POS,31.0,18667.56,1878.01,7.0,1.69,21.79,0.416,Yes,1
POS,39.0,37330.19,8873.32,5.0,0.1,14.63,0.42,No,0
Transfer,32.0,39978.64,3311.06,5.0,2.5,18.13,0.128,No,0
Online,45.0,27748.35,3655.43,2.0,5.37,7.36,0.382,No,0
Online,21.0,63003.66,590.92,4.0,1.45,6.53,0.132,No,0
Online,27.0,40781.06,2658.18,4.0,7.95,47.3,0.158,No,0
Transfer,41.0,33803.18,2363.22,1.0,2.0,31.38,0.053,No,0
POS,49.0,38871.53,897.7,5.0,0.1,12.22,0.279,No,0
POS,18.0,52797.34,2003.29,5.0,5.0,18.12,0.243,No,0
ATM,51.0,46507.43,,3.0,7.28,13.85,0.324,No,0
Transfer,34.0,,2489.15,6.0,9.48,17.86,0.208,No,0
Online,18.0,47617.8,609.08,4.0,0.16,31.82,0.217,No,0
ATM,18.0,43985.42,1902.32,5.0,9.27,1.25,0.436,No,0
Transfer,19.0,26947.85,1565.59,3.0,5.56,25.77,0.255,No,0
Online,36.0,39521.13,3033.76,2.0,3.14,5.72,0.227,No,0
ATM,35.0,58402.85,2723.24,,7.04,107.49,0.235,No,0
POS,43.0,58213.93,1656.45,2.0,9.07,37.1,0.423,No,0
POS,30.0,40576.07,1593.01,8.0,0.1,4.88,0.321,No,0
POS,24.0,61020.52,2673.83,7.0,3.71,5.07,0.142,No,0
Online,31.0,28953.25,6548.71,6.0,3.37,10.74,0.498,No,0
Online,36.0,29359.55,3303.33,5.0,6.88,17.82,0.252,No,0
Online,39.0,40189.18,10374.6,3.0,9.38,10.1,0.135,Yes,0
Online,27.0,88284.74,7763.88,1.0,5.22,11.37,0.461,No,0
POS,46.0,48430.3,11167.11,4.0,4.12,1.7,0.174,No,0
POS,29.0,39755.49,9824.88,0.0,6.34,79.11,0.237,No,0
Online,26.0,90154.48,11932.2,6.0,4.3,17.44,0.032,No,0
POS,30.0,39548.99,789.11,3.0,0.1,57.44,0.134,No,0
,48.0,123013.3,4776.54,3.0,6.55,11.28,0.155,No,0
POS,35.0,35751.24,8453.76,2.0,7.96,72.37,0.323,No,0
Transfer,28.0,28542.22,10128.14,4.0,8.22,27.82,0.217,No,0
POS,46.0,41754.18,1156.7,10.0,1.53,19.01,0.25,No,0
ATM,60.0,40228.45,4824.33,4.0,6.82,51.12,0.21,No,0
Online,38.0,31286.56,,2.0,9.6,5.16,0.41,No,0
ATM,50.0,,15852.88,2.0,12.59,18.27,0.338,No,0
Transfer,47.0,51937.68,624.38,4.0,6.44,15.29,0.023,No,0
ATM,29.0,55455.16,1158.36,6.0,7.95,37.3,0.465,No,0
POS,36.0,36554.96,408.88,7.0,2.02,2.81,0.451,No,0
POS,22.0,34699.01,2888.99,6.0,1.63,12.74,0.166,No,0
POS,34.0,71390.42,24049.9,5.0,7.96,1.74,0.152,No,0
,29.0,21168.91,2391.57,1.0,0.1,13.41,0.243,Yes,0
ATM,32.0,26906.65,2765.78,2.0,5.47,45.02,0.269,No,0
Transfer,28.0,40260.61,4334.17,3.0,9.29,13.43,0.285,No,0
POS,33.0,,2225.54,4.0,7.14,8.97,0.347,No,0
Online,,38020.67,3604.98,5.0,7.12,31.05,0.246,Yes,0
POS,35.0,54267.78,3700.63,3.0,4.85,9.6,0.082,No,0
Online,18.0,45565.02,1073.3,7.0,3.77,41.02,0.072,No,0
Online,28.0,,2275.6,6.0,11.46,55.83,0.098,No,0
Online,19.0,22054.95,5249.98,4.0,8.7,19.97,0.246,Yes,0
ATM,,62667.69,6327.26,4.0,7.54,27.18,0.113,No,0
Online,42.0,41147.29,9159.51,5.0,5.08,43.57,0.266,No,0
Online,39.0,68228.36,3496.38,4.0,3.25,19.48,0.238,No,0
Online,27.0,31124.2,3568.25,4.0,8.24,3.97,0.177,No,0
Transfer,39.0,45496.68,5293.48,6.0,4.08,46.74,0.568,Yes,0
POS,31.0,42971.39,1379.22,2.0,5.24,27.59,0.128,Yes,0
Online,23.0,28661.84,1323.81,2.0,6.85,14.51,0.196,Yes,0
Online,44.0,25291.71,2206.69,2.0,5.63,5.74,0.466,No,0
POS,45.0,34656.23,698.57,7.0,9.65,13.43,0.125,Yes,0
Online,46.0,47709.55,3755.39,4.0,1.04,23.86,0.204,No,0
POS,29.0,,,,5.2,26.14,0.085,No,0
POS,49.0,38788.72,1229.06,6.0,11.41,33.75,0.051,No,0
Transfer,31.0,19260.45,3862.98,3.0,7.69,48.85,0.506,Yes,0
Online,43.0,38086.89,1332.64,4.0,4.41,32.46,0.39,No,0
POS,30.0,71327.11,904.58,5.0,7.4,19.15,0.224,No,0
Online,34.0,61805.58,19528.05,1.0,4.86,11.37,0.15,No,0
Transfer,18.0,43273.81,917.65,3.0,9.4,8.54,0.57,No,0
Transfer,33.0,50214.62,695.57,5.0,7.46,35.83,0.312,No,0
ATM,37.0,30998.7,,5.0,2.4,18.2,0.577,No,0
POS,31.0,93471.81,3270.07,4.0,5.72,6.97,0.066,No,0
Online,55.0,,4872.09,5.0,6.26,26.29,0.223,No,0
ATM,23.0,48464.58,18495.34,6.0,6.4,25.27,0.024,No,1
ATM,30.0,144383.23,1149.31,6.0,5.96,77.19,0.129,No,0
Online,26.0,33134.68,1401.94,0.0,6.69,1.95,0.517,Yes,0
,30.0,25627.78,12492.1,,6.26,4.33,0.078,Yes,0
POS,47.0,32698.58,6394.35,3.0,2.84,2.23,0.164,No,0
ATM,52.0,40767.77,5564.3,2.0,3.63,8.95,0.238,No,0
POS,28.0,127369.52,1386.0,0.0,4.24,17.88,0.273,No,0
POS,28.0,39651.98,7707.38,5.0,5.29,14.43,0.074,No,0
POS,23.0,30563.83,5581.59,5.0,4.25,52.32,0.207,Yes,0
Online,50.0,30034.78,3021.73,2.0,8.31,14.89,0.183,No,0
POS,48.0,75164.0,1392.87,4.0,2.12,2.6,0.383,No,0
Online,35.0,70488.41,2781.49,4.0,0.1,68.87,0.312,Yes,0
ATM,21.0,36168.82,12997.77,5.0,10.9,36.01,0.142,No,0
POS,22.0,19347.43,837.21,5.0,2.55,34.5,0.351,No,0
POS,38.0,27080.0,1123.55,3.0,8.3,5.75,0.069,No,0
Online,42.0,97633.65,1334.41,3.0,6.83,20.75,0.106,No,0
Online,18.0,61351.89,1657.76,1.0,2.65,45.7,0.064,No,0
POS,32.0,46345.31,2460.97,2.0,4.6,39.79,0.127,No,0
,54.0,104338.19,6519.92,1.0,4.15,9.73,0.192,No,0
Online,34.0,108625.84,3965.79,4.0,6.07,17.95,0.42,Yes,0
ATM,52.0,44278.08,2656.82,3.0,2.7,39.92,0.137,,0
POS,,44645.57,3297.89,0.0,4.47,20.85,0.434,Yes,0
POS,,34630.73,4665.9,4.0,4.89,14.18,0.592,No,0
POS,33.0,39590.57,465.14,5.0,8.31,6.71,0.116,Yes,0
ATM,35.0,23053.47,7300.0,5.0,3.77,17.93,0.186,No,0
Online,26.0,23011.37,1094.04,2.0,2.07,49.53,0.131,No,0
,25.0,20727.6,1604.45,5.0,3.37,45.07,0.607,Yes,0
Transfer,53.0,73303.92,3513.9,5.0,6.1,24.77,0.287,No,0
POS,25.0,22287.62,2318.42,2.0,0.1,22.64,0.136,Yes,0
POS,48.0,108217.76,4068.28,3.0,8.59,33.08,0.221,No,0
ATM,31.0,32394.62,2880.95,,5.06,23.25,0.199,No,0
POS,36.0,,1871.91,2.0,6.3,23.23,0.363,Yes,0
POS,42.0,,11531.11,5.0,5.66,4.2,0.26,No,0
POS,29.0,22239.69,5075.15,3.0,3.0,7.29,0.388,No,0
Online,,80187.13,3381.8,,1.75,30.2,0.153,,0
Online,18.0,84563.44,4996.86,4.0,2.9,21.48,0.159,No,0
POS,41.0,29932.34,1234.86,5.0,0.48,19.4,0.246,No,0
Online,18.0,38761.17,22000.44,5.0,6.04,14.0,0.315,No,0
POS,34.0,29935.78,842.53,3.0,4.51,49.2,0.072,No,0
POS,45.0,42624.34,2799.55,2.0,0.4,30.81,0.037,No,0
Transfer,43.0,47237.38,1877.36,7.0,3.15,26.76,0.168,Yes,0
Online,22.0,38418.54,115294.74,,6.96,6.77,0.457,No,0
POS,23.0,,1587.3,4.0,8.88,26.71,0.488,No,0
POS,28.0,34648.93,1155.55,2.0,1.15,89.21,0.188,No,0
Online,38.0,61759.38,8204.09,3.0,11.48,3.15,0.472,No,0
Online,18.0,40962.53,749.45,6.0,2.12,35.77,0.405,No,0
Online,36.0,38834.7,6684.92,7.0,0.1,19.44,0.438,,0
Online,39.0,29601.15,4781.85,5.0,10.27,19.09,0.469,No,0
Online,33.0,34197.05,1708.13,3.0,1.88,42.26,0.348,No,0
POS,42.0,84833.38,4258.42,3.0,9.57,9.61,0.221,No,0
POS,38.0,26944.06,2134.84,1.0,3.01,13.96,0.363,No,0
Online,30.0,62242.18,831.34,7.0,4.12,16.26,0.269,No,0
Online,18.0,45963.03,840.18,,1.08,8.93,0.086,No,1
Online,37.0,50240.79,4814.98,8.0,8.83,15.76,0.498,No,0
POS,26.0,32365.8,4571.59,6.0,8.42,10.03,0.189,No,0
Online,30.0,38411.72,3184.52,5.0,3.02,19.94,0.141,No,0
POS,,44884.32,1690.08,7.0,4.78,36.56,0.299,No,0
Online,,35600.6,2066.51,1.0,6.99,8.59,0.36,Yes,1
Online,36.0,52237.83,1805.32,3.0,3.59,21.92,0.536,No,0
Transfer,42.0,55285.47,435.76,2.0,9.09,18.56,0.392,No,0
Online,20.0,119627.23,2657.92,4.0,4.68,17.97,0.315,No,0
Online,39.0,51001.14,4215.4,4.0,3.44,8.07,0.295,Yes,0
Online,35.0,19032.6,2674.87,2.0,0.25,42.67,0.249,No,0
Transfer,50.0,75945.89,14664.65,1.0,1.12,42.66,0.228,Yes,0
POS,30.0,41055.33,915.51,4.0,6.77,17.61,0.084,No,0
POS,33.0,111277.7,1290.7,4.0,5.71,34.15,0.111,No,0
Transfer,48.0,87232.63,2855.68,6.0,7.45,11.33,0.266,No,0
Online,,35848.16,,5.0,3.31,36.98,0.028,No,0
Transfer,,62272.43,373.47,2.0,0.1,8.41,0.26,No,0
Online,64.0,34445.65,4567.6,2.0,3.51,7.21,0.222,Yes,0
POS,24.0,45054.52,3204.67,2.0,11.11,20.68,0.167,No,0
,35.0,60998.89,300.26,6.0,2.11,62.1,0.134,No,0
POS,40.0,74255.55,2224.61,4.0,4.89,6.68,0.329,No,0
Transfer,39.0,67323.21,1113.77,5.0,0.1,3.39,0.224,No,0
Online,34.0,46544.45,1588.78,6.0,3.44,36.53,0.123,Yes,0
Transfer,34.0,137579.68,655.86,3.0,3.76,21.55,0.107,Yes,0
POS,33.0,38183.49,3790.43,5.0,6.0,23.38,0.15,No,0
POS,24.0,21832.99,14556.93,2.0,4.05,14.39,0.127,No,0
Transfer,60.0,23808.62,3258.65,4.0,0.44,28.81,0.65,Yes,0
Online,34.0,87353.75,288.49,2.0,3.01,34.24,0.272,No,0
Transfer,43.0,43474.24,3326.39,3.0,4.39,5.2,0.296,No,0
,32.0,48338.98,2057.83,3.0,2.01,4.15,0.162,Yes,0
ATM,32.0,35252.16,831.34,3.0,2.45,7.48,0.365,No,0
Online,31.0,36706.23,3560.55,4.0,8.02,10.93,0.105,No,0
POS,19.0,31578.27,6025.83,3.0,3.13,16.45,0.109,No,0
POS,34.0,55627.65,1281.2,6.0,6.32,21.11,0.324,Yes,0
POS,32.0,43070.64,483.14,6.0,4.47,30.76,0.192,Yes,0
Online,49.0,54730.16,334.41,2.0,1.31,10.86,0.207,,0
Online,23.0,52426.37,1284.8,4.0,4.0,35.33,0.08,No,0
Transfer,30.0,37151.98,2139.96,3.0,5.87,21.46,0.31,No,0
Online,26.0,23341.52,1492.25,5.0,10.21,24.25,0.113,No,0
ATM,52.0,22444.66,1262.39,4.0,2.68,5.18,0.221,No,0
Transfer,26.0,175678.52,4411.39,7.0,4.74,8.91,0.451,No,0
Online,42.0,87517.65,3971.39,5.0,7.73,13.65,0.359,No,1
Online,47.0,82248.46,3052.27,6.0,8.78,109.84,0.179,Yes,0
POS,34.0,33217.92,5656.35,2.0,3.05,34.78,0.622,No,0
Online,21.0,45192.98,1296.91,5.0,4.53,17.27,0.149,No,0
POS,21.0,31179.14,836.72,2.0,8.34,11.68,0.163,No,0
POS,45.0,24933.83,1482.84,5.0,6.53,64.24,0.283,No,0
POS,22.0,34526.06,1384.01,1.0,8.1,22.41,0.095,No,0
POS,40.0,81732.01,321.42,3.0,8.51,9.15,0.331,No,0
POS,37.0,65693.36,1448.78,8.0,6.66,7.22,0.385,No,0
POS,40.0,29082.62,7546.93,5.0,5.43,27.42,0.377,No,0
Online,41.0,39055.95,5568.6,5.0,2.99,17.14,0.508,No,0
POS,26.0,63039.9,4226.92,4.0,4.27,40.48,0.121,No,0
Transfer,,34803.76,,5.0,4.47,6.51,0.104,Yes,0
POS,44.0,46640.83,10646.05,3.0,8.6,35.65,0.005,No,0
POS,29.0,53919.59,865.99,1.0,5.53,37.91,0.25,No,0
Online,18.0,53655.35,952.62,2.0,5.56,46.75,0.215,No,0
Online,43.0,50452.28,7695.12,3.0,2.02,10.2,0.289,No,0
Online,25.0,33531.95,2569.97,5.0,8.61,35.74,0.037,No,0
Online,41.0,35118.35,1277.76,7.0,2.7,14.05,0.289,No,0
Transfer,51.0,27018.45,105301.54,4.0,4.15,8.16,0.244,No,0
,36.0,22288.28,1612.56,5.0,8.93,17.5,0.223,No,0
ATM,47.0,42735.31,1081.95,7.0,7.66,2.19,0.372,Yes,0
Online,38.0,64973.49,1052.26,3.0,2.45,24.19,0.08,No,0
Online,53.0,24180.23,3448.16,4.0,1.76,18.04,0.121,No,0
POS,24.0,50881.55,3071.32,3.0,4.39,4.71,0.164,No,0
,36.0,64055.28,11393.44,6.0,3.27,24.66,0.12,No,0
ATM,43.0,19690.42,1870.49,3.0,0.6,34.29,0.117,No,0
Transfer,34.0,39841.18,,2.0,2.74,16.41,0.174,No,0
Transfer,49.0,,10547.87,4.0,0.1,12.78,0.41,,0
Online,31.0,57687.24,6698.86,3.0,7.71,28.1,0.222,No,0
ATM,59.0,19393.86,2889.81,5.0,7.52,51.01,0.453,No,0
Online,59.0,60516.45,,4.0,9.23,15.73,0.133,No,0
Transfer,39.0,32142.56,1110.08,6.0,6.06,68.88,0.482,No,0
POS,42.0,61420.93,871.27,4.0,3.66,42.44,0.247,No,0
Online,49.0,32987.4,2592.81,5.0,8.07,13.31,0.117,No,0
Online,23.0,43938.81,1503.73,5.0,2.9,9.4,0.136,No,1
Online,22.0,35331.26,12418.6,4.0,1.02,28.87,0.068,No,0
Online,50.0,45063.99,519.37,4.0,4.56,6.68,0.185,No,0
Transfer,39.0,34861.62,782.67,4.0,6.23,6.68,0.156,No,0
ATM,34.0,40693.58,3192.87,3.0,2.56,13.97,0.13,No,0
Transfer,36.0,26513.13,4211.11,,1.86,13.21,0.269,No,0
Online,18.0,56118.15,188.09,4.0,3.75,60.09,0.13,No,0
POS,34.0,48693.27,440.82,3.0,6.24,37.34,0.177,No,0
Online,28.0,21741.5,1920.69,7.0,4.56,38.41,0.236,No,0
POS,46.0,70349.45,9702.02,1.0,12.91,28.11,0.318,No,0
Online,47.0,41568.09,,2.0,4.59,13.94,0.163,No,0
Online,42.0,48397.86,1651.68,3.0,7.25,16.17,0.398,No,0
POS,40.0,63479.39,2107.8,1.0,0.65,26.3,0.438,No,0
Online,20.0,52162.9,1082.66,3.0,6.76,8.04,0.448,No,0
POS,42.0,76020.57,4709.1,4.0,3.61,7.99,0.096,No,0
POS,43.0,39436.02,11528.48,5.0,4.97,34.68,0.081,No,0
Online,50.0,,8778.55,2.0,10.06,30.35,0.119,No,0
Transfer,59.0,47559.36,2428.54,1.0,3.88,7.44,0.288,No,0
POS,18.0,56548.44,1080.86,7.0,1.08,7.22,0.386,No,0
ATM,32.0,53962.84,2520.58,2.0,1.54,7.61,0.041,Yes,0
POS,28.0,78648.7,9945.07,3.0,5.52,34.12,0.09,No,0
ATM,38.0,62258.69,1674.93,3.0,5.36,41.27,0.018,No,0
ATM,36.0,36867.74,406.92,4.0,5.23,8.25,0.331,Yes,0
Transfer,33.0,,1744.17,4.0,1.14,22.01,0.098,No,0
POS,47.0,44003.67,1891.3,4.0,11.08,7.92,0.531,No,0
Online,24.0,31964.21,404.54,2.0,9.39,47.88,0.455,No,0
Online,25.0,28027.21,3152.92,2.0,5.39,3.73,0.403,No,0
POS,25.0,17271.17,4146.63,2.0,0.44,24.14,0.155,No,0
Online,32.0,22409.71,16057.62,3.0,9.75,13.81,0.519,No,0
Online,22.0,109957.66,659.62,3.0,8.41,8.18,0.115,Yes,0
Online,35.0,33489.68,5190.41,6.0,5.31,5.04,0.467,No,0
POS,34.0,105976.74,6574.03,6.0,8.6,6.66,0.79,No,0
Online,27.0,53951.31,4203.48,3.0,3.52,16.06,0.279,No,0
POS,46.0,44003.6,913.46,3.0,2.12,10.93,0.079,No,0
ATM,35.0,22905.8,861.88,4.0,5.47,21.34,0.17,No,0
ATM,48.0,45094.64,2755.19,5.0,0.34,62.16,0.122,Yes,0
Online,34.0,105440.33,2735.92,5.0,1.67,36.38,0.051,Yes,0
POS,36.0,90703.78,1428.83,3.0,6.63,34.47,0.202,No,0
POS,30.0,50910.54,9096.85,2.0,5.72,33.7,0.26,No,0
POS,36.0,26836.47,1674.54,5.0,0.86,27.32,0.14,,0
POS,44.0,29251.71,376.28,2.0,3.77,40.9,0.232,No,0
Online,31.0,30661.14,1998.17,6.0,0.99,12.34,0.138,No,0
Transfer,42.0,79984.45,4041.29,5.0,3.53,27.34,0.379,Yes,0
Online,27.0,93778.6,3519.26,3.0,3.21,3.42,0.039,No,0
ATM,44.0,49146.92,3492.14,4.0,7.98,34.04,0.259,No,0
POS,30.0,39262.75,11137.08,2.0,4.53,20.87,0.06,No,0
Online,45.0,90340.17,819.96,6.0,4.27,18.37,0.206,No,0
ATM,37.0,28971.26,1636.54,3.0,3.82,7.49,0.014,No,0
Online,53.0,46061.75,11720.56,1.0,0.1,5.6,0.421,No,0
ATM,23.0,55423.14,349.57,6.0,4.7,13.17,0.265,No,0
POS,20.0,30520.61,2369.3,3.0,6.45,20.82,0.311,No,0
Online,29.0,33801.36,8543.85,4.0,5.69,36.91,0.229,No,0
Online,21.0,32638.11,8417.45,3.0,7.08,40.95,0.306,No,0
ATM,21.0,85130.86,4837.54,5.0,7.22,37.71,0.172,No,0
Online,43.0,106498.17,4961.61,5.0,11.59,28.72,0.234,No,0
Transfer,36.0,47385.64,882.73,2.0,1.61,5.38,0.025,No,0
ATM,31.0,39883.56,9869.68,1.0,5.7,18.43,0.247,Yes,0
POS,32.0,34354.53,752.94,6.0,6.04,51.48,0.143,No,0
Online,29.0,45035.38,799.22,4.0,4.04,62.27,0.593,Yes,0
,54.0,35130.25,3684.61,4.0,3.1,5.23,0.115,No,0
Transfer,28.0,43077.42,1526.96,3.0,6.5,13.8,0.424,No,0
Online,21.0,54196.55,3074.02,7.0,6.21,53.64,0.131,No,0
Online,45.0,37497.4,3846.09,6.0,1.84,41.66,0.096,No,0
Online,34.0,41320.05,14796.65,5.0,0.1,19.84,0.158,Yes,0
POS,58.0,41396.98,3857.48,3.0,3.53,24.52,0.284,No,0
ATM,30.0,39007.7,1346.83,4.0,2.98,27.66,0.058,No,0
POS,45.0,36892.6,4917.39,2.0,6.81,42.65,0.256,No,0
POS,48.0,,1088.21,2.0,2.23,41.84,0.411,,0
